CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;840000.00;360000.00;456000.00;
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;2.00;12000.00;12000.00;12000.00;
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;790000.00;310000.00;406000.00;
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;2.00;12000.00;12000.00;12000.00;
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;670000.00;240000.00;326000.00;
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.50;4.50;217000.00;192000.00;200333.00;
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;349155.00;280272.00;317864.00;
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;231698.00;180000.00;197232.00;
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;359869.00;231698.00;267646.00;
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;3.00;246180.00;180000.00;205849.00;
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;339869.00;158301.00;249085.00;
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;2022-04-01;2023-03-31;Conselho de Administração;8.00;3.00;57411885.40;598904.55;19536929.98;A maior remuneração do Conselho de Administração foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual do Conselho de Administração foi apurado considerando as remunerações efetivamente reconhecidas no resultado do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros do Conselho de Administração dividido pelo número de membros remunerados informado no item 8.2 acima.
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;2022-04-01;2023-03-31;Diretoria Estatutária;6.00;6.00;19001639.61;3656311.65;7719094.76;A maior remuneração da Diretoria foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual da Diretoria foi apurado desconsiderando a remuneração de dois membros que exerceram o cargo por menos de 12 meses no período. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria dividido pelo número de membros remunerados informado no item 8.2 acima.
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;2022-04-01;2023-03-31;Conselho Fiscal;2.25;2.25;183229.17;183229.17;183229.17;Todos os membros do Conselho Fiscal exerceram o cargo por nove meses.
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;2021-04-01;2022-03-31;Conselho de Administração;7.00;2.00;53230349.66;406451.61;23198788.70;Valores consideram a remuneração total (fixo + variável)
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;2021-04-01;2022-03-31;Diretoria Estatutária;6.00;6.00;17936091.66;2342430.42;9478804.04;A maior remuneração da Diretoria foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual da Diretoria foi apurado considerando as remunerações efetivamente reconhecidas no resultado do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria dividido pelo número de membros remunerados informado no item 8.2 acima.
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;2021-04-01;2022-03-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;2020-04-01;2021-03-31;Conselho de Administração;6.00;1.00;56535795.72;56535795.72;56535795.72;Valores consideram a remuneração total (fixo + variável)
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;2020-04-01;2021-03-31;Diretoria Estatutária;6.00;6.00;12357528.85;846340.89;6312948.22;A maior remuneração da Diretoria foi percebida sem qualquer exclusão. O valor da menor remuneração anual individual da Diretoria foi apurado considerando as remunerações efetivamente reconhecidas no resultado do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria dividido pelo número de membros remunerados informado no item 8.2 acima.
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;2020-04-01;2021-03-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;238683.00;123696.00;140122.00;
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;1063987.00;659426.00;839458.00;
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;2023-01-01;2023-12-31;Conselho Fiscal;5.00;5.00;58766.00;58766.00;58766.00;
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;157927.00;116410.00;133200.00;
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;1057340.00;643716.00;820718.00;
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;58084.00;58084.00;58084.00;
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;2021-01-01;2021-12-31;Conselho de Administração;7.00;7.00;205341.00;105747.00;119945.00;
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;855492.00;524462.00;682223.00;
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;2021-01-01;2021-12-31;Conselho Fiscal;5.00;5.00;52290.00;52290.00;52290.00;
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;2023-01-01;2023-12-31;Conselho de Administração;3.67;1.67;18352.64;18352.64;25026.33;Com a aprovação do Novo Modelo de Remuneração da Eletrobras Privatizada, a remuneração para o Conselho de Administração passou a observar a aderência ao mercado. O valor do Presidente do Conselho de Administração é distinto dos demais conselheiros, os quais recebem idênticos patamares de remuneração. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP. O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular /ANUAL-2024- CVM/SEP. A partir de maio de 2023, os membros do Conselho de Administração deixaram de ser remunerados pelo exercício do cargo na CHESF.
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;2023-01-01;2023-12-31;Diretoria Estatutária;4.42;4.42;1986535.56;1534651.44;2429587.84;Com a aprovação do Novo Modelo de Remuneração da Eletrobras Privatizada, a remuneração para cada um dos membros da Diretoria Estatutária passou a observar a aderência ao mercado. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP. O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP.
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;2023-01-01;2023-12-31;Conselho Fiscal;1.00;1.00;55057.92;55057.92;55057.92;O valor de honorários distribuído entre os membros do Conselho de Fiscal é idêntico para todos os membros. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP. O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular /ANUAL-2024- CVM/SEP. A partir de maio de 2023, não há membros no Conselho Fiscal da CHESF.
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;2022-01-01;2022-12-31;Conselho de Administração;6.00;5.17;55057.92;6886.04;54614.64;Com a aprovação do Novo Modelo de Remuneração da Eletrobras Privatizada, a remuneração para o Conselho de Administração passou a observar a aderência ao mercado. O valor do Presidente do Conselho de Administração é distinto dos demais conselheiros, os quais recebem idênticos patamares de remuneração. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP. O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular /ANUAL-2024- CVM/SEP.
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;1077648.55;726792.02;953778.69;Com a aprovação do Novo Modelo de Remuneração da Eletrobras Privatizada, a remuneração para cada um dos membros da Diretoria Estatutária passou a observar a aderência ao mercado. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP. O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP.
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;55057.92;55057.92;55057.92;O valor de honorários distribuído entre os membros do Conselho de Fiscal é idêntico para todos os membros. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP. O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular /ANUAL-2024- CVM/SEP.
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;2021-01-01;2021-12-31;Conselho de Administração;7.00;6.00;55149.00;7659.58;54874.63;O valor de honorários distribuído entre os membros do conselho de administração é idêntico para todos os membros. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP. O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular /ANUAL-2024- CVM/SEP.
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;808842.87;126763.97;774914.16;O valor de honorários distribuídos para os membros da diretoria estatutária é o mesmo para todos, exceto o acréscimo de 5% para o diretor-presidente em relação aos demais membros. O presidente era também membro do conselho de administração, porém a remuneração por ele percebida na qualidade de membro da diretoria estatutária não foi computada para efeito do cálculo da remuneração do conselho de administração e vice-versa, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP. Entretanto, os encargos relativos à sua remuneração total são considerados exclusivamente na diretoria estatutária. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP. O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular /ANUAL-2024- CVM/SEP.
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;55149.00;55149.00;55149.00;O valor de honorários distribuído entre os membros do Conselho de Fiscal é idêntico para todos os membros. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular /ANUAL-2024-CVM/SEP. O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular /ANUAL-2024- CVM/SEP.
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;2023-01-01;2023-12-31;Conselho de Administração;13.25;13.25;2752998.17;902521.11;1593842.05;Os membros do Conselho de Administração com a maior e a menor remunerações individuais foram remunerados por 12 meses no período. Não considera encargos e considera participação em comitês para membros titulares.A Companhia relembra que a partir de 2022 os valores são reportados conforme nova metodologia, em regime de competência e não mais em regime de caixa, ou seja, para 2022 e 2023, os valores são apresentados conforme provisões contábeis e não mais conforme pagamentos efetivamente realizados aos executivos no ano de exercício .
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.06;9.06;52679121.47;6962648.60;18643521.55;Valores apresentados sem encargos. A maior remuneração individual refere-se a membro com 12 meses de atividade na Companhia no ano do exercício. A Companhia relembra que a partir de 2022 os valores são reportados conforme nova metodologia, em regime de competência e não mais em visão de caixa, ou seja, para 2022 e 2023, os valores são apresentados conforme provisões contábeis e não mais conforme pagamentos efetivamente realizados aos executivos no ano de exercício. A Companhia esclarece que a remuneração máxima individual referente ao ano de 2021 foi impactada pelos resultados positivos apresentados pela Companhia no referido exercício, visto que 87% da remuneração máxima reportada se referiu a pagamentos atrelados à performance da Companhia, sendo os principais relativos ao: (i) programa Matching: tendo sido pago um preço relativo à ação de R$101,60, superior à estimativa original, (ii) Bônus referente ao ano 2020: o qual teve os resultados de sua apuração acima do valor target, tanto no alcance das metas coletivas e na performance individual, quanto no desempenho global na Companhia e (iii) dividendos virtuais: os quais foram pagos em linha aos comunicados e valores divulgados pela Companhia para distribuição de dividendos e/ou juros sob o capital próprios aos seus acionistas, em 2021.A menor remuneração individual refere-se a membro com 12 meses de atividade no ano, tendo em vista a orientação de se excluir membros que tenham exercido a função por período inferior a 12 meses no ano do exercício. A remuneração média refere-se ao total pago aos membros do Comitê Executivo no ano de exercício, dividido pela contagem de membros ativos no mesmo ano, conforme a orientação do Ofício Circular Anual 2024 CVM/SEP.
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;5.00;335529.77;335529.77;335529.77;Valores apresentados sem encargos. Os membros do Conselho Fiscal com a maior e menor remuneração individual foram remunerados por 12 meses no período.
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;2022-01-01;2022-12-31;Conselho de Administração;13.42;13.42;2578118.67;759315.96;1345027.80;Os membros do Conselho de Administração com a maior e a menor remunerações individuais foram remunerados por 12 meses no período. Não considera encargos e considera participação em comitês para membros titulares.A Companhia relembra que a partir de 2022 os valores são reportados conforme nova metodologia, em regime de competência e não mais em regime de caixa, ou seja, para 2022 e 2023, os valores são apresentados conforme provisões contábeis e não mais conforme pagamentos efetivamente realizados aos executivos no ano de exercício.
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.59;9.59;59948669.98;7351596.64;21375533.70;Valores apresentados sem encargos. A maior remuneração individual refere-se a membro com 12 meses de atividade na Companhia no ano do exercício. A Companhia relembra que a partir de 2022 os valores são reportados conforme nova metodologia, em regime de competência e não mais em visão de caixa, ou seja, para 2022 e 2023, os valores são apresentados conforme provisões contábeis e não mais conforme pagamentos efetivamente realizados aos executivos no ano de exercício. A Companhia esclarece que a remuneração máxima individual referente ao ano de 2021 foi impactada pelos resultados positivos apresentados pela Companhia no referido exercício, visto que 87% da remuneração máxima reportada se referiu a pagamentos atrelados à performance da Companhia, sendo os principais relativos ao: (i) programa Matching: tendo sido pago um preço relativo à ação de R$101,60, superior à estimativa original, (ii) Bônus referente ao ano 2020: o qual teve os resultados de sua apuração acima do valor target, tanto no alcance das metas coletivas e na performance individual, quanto no desempenho global na Companhia e (iii) dividendos virtuais: os quais foram pagos em linha aos comunicados e valores divulgados pela Companhia para distribuição de dividendos e/ou juros sob o capital próprios aos seus acionistas, em 2021.A menor remuneração individual refere-se a membro com 12 meses de atividade no ano, tendo em vista a orientação de se excluir membros que tenham exercido a função por período inferior a 12 meses no ano do exercício. A remuneração média refere-se ao total pago aos membros do Comitê Executivo no ano de exercício, dividido pela contagem de membros ativos no mesmo ano, conforme a orientação do Ofício Circular Anual 2024 CVM/SEP.
