CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;125628;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA;;61366936000800;004715;Nacional;2019-12-11;;2019-01-01;Os auditores independentes prestaram serviços para a Companhia de auditoria das demonstrações financeiras individuais e consolidadas referentes aos exercícios sociais encerrados em 31 de dezembro de 2023, 2022 e 2021.;O montante total da remuneração paga aos auditores independentes no exercício social encerrado em 31 de dezembro de 2023 foi de R$ 71.000,00, integralmente relacionado aos serviços de auditoria das demonstrações financeiras.;A Companhia promoveu a troca dos auditores independentes em razão da rotatividade em caso de prestação de serviços pelo prazo de cinco exercícios sociais, nos termos do artigo 31 da Resolução CVM n. 23, de 25 de fevereiro de 2021;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;125629;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2024-04-22;;2024-01-01;Os auditores independentes prestaram serviços para a Companhia de auditoria das demonstrações financeiras individuais e consolidadas referentes ao exercício social iniciado em 1º de janeiro de 2024.;O montante total da remuneração paga aos auditores independentes no exercício social encerrado em 31 de dezembro de 2023 foi de R$ 131.040,00, integralmente relacionado aos serviços de auditoria das demonstrações financeiras.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;126446;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA;;61366936000800;004715;Nacional;2019-12-11;;2019-01-01;Os auditores independentes prestaram serviços para a Companhia de auditoria das demonstrações financeiras individuais e consolidadas referentes aos exercícios sociais encerrados em 31 de dezembro de 2023, 2022 e 2021.;O montante total da remuneração paga aos auditores independentes no exercício social encerrado em 31 de dezembro de 2023 foi de R$ 71.000,00, integralmente relacionado aos serviços de auditoria das demonstrações financeiras.;A Companhia promoveu a troca dos auditores independentes em razão da rotatividade em caso de prestação de serviços pelo prazo de cinco exercícios sociais, nos termos do artigo 31 da Resolução CVM n. 23, de 25 de fevereiro de 2021;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;126447;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2024-04-22;;2024-01-01;Os auditores independentes prestaram serviços para a Companhia de auditoria das demonstrações financeiras individuais e consolidadas referentes ao exercício social iniciado em 1º de janeiro de 2024.;O montante total da remuneração contratada dos auditores independentes foi de R$ 152.816,33, integralmente relacionado aos serviços de auditoria das informações financeiras relacionadas ao exercício social a ser encerrado em 31 de dezembro de 2024.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;126732;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA;;61366936000800;004715;Nacional;2019-12-11;;2019-01-01;Os auditores independentes prestaram serviços para a Companhia de auditoria das demonstrações financeiras individuais e consolidadas referentes aos exercícios sociais encerrados em 31 de dezembro de 2023, 2022 e 2021.;O montante total da remuneração paga aos auditores independentes no exercício social encerrado em 31 de dezembro de 2023 foi de R$ 71.000,00, integralmente relacionado aos serviços de auditoria das demonstrações financeiras.;A Companhia promoveu a troca dos auditores independentes em razão da rotatividade em caso de prestação de serviços pelo prazo de cinco exercícios sociais, nos termos do artigo 31 da Resolução CVM n. 23, de 25 de fevereiro de 2021;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;126733;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2024-04-22;;2024-01-01;Os auditores independentes prestaram serviços para a Companhia de auditoria das demonstrações financeiras individuais e consolidadas referentes ao exercício social iniciado em 1º de janeiro de 2024.;O montante total da remuneração contratada dos auditores independentes foi de R$ 152.816,33, integralmente relacionado aos serviços de auditoria das informações financeiras relacionadas ao exercício social a ser encerrado em 31 de dezembro de 2024.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.
15.413.826/0001-50;2024-12-31;2;141886;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;126980;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000111;003859;Nacional;2021-12-16;;2022-01-01;Revisão das informações financeiras trimestrais a partir do período dos três meses findos em 31 de março de 2022, auditoria das demonstrações financeiras a partir do exercício de 2022 e serviços específicos de auditoria.;A remuneração total dos auditores independentes em 2023 foi de R$759 mil pelos serviços prestados à Companhia de auditoria das demonstrações financeiras e revisão das informações financeiras trimestrais.;Não houve substituição dos auditores independentes.;Não houve substituição dos auditores independentes.
15.440.708/0001-30;2024-12-31;1;138270;CONCESSIONÁRIA VIARIO S.A.;124388;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2022-06-14;;2022-01-01;A contratação dos serviços dos Auditores Independentes foi aprovada pelo Conselho de Administração da CCR, em 07/04/2022, para a prestação dos serviços de auditoria das informações financeiras dos exercícios sociais de 2022 a 2026 da CCR e demais empresas do Grupo, sendo a contratação dos serviços formalizada em 14/06/2022 e o início das atividades ocorreu em 29/03/2022. Os Auditores Independentes prestaram serviços de auditoria independente, relacionados a emissão das demonstrações financeiras individuais do exercício social encerrado em 31 de dezembro de 2023, com a finalidade de emissão de um parecer contemplando o balanço patrimonial e as respectivas demonstrações do resultado, demonstrações do resultado abrangente, das mutações do patrimônio líquido, dos fluxos de caixa, do valor adicionado e a sua adequação com as posições patrimonial e financeira. Adicionalmente, os auditores independentes foram contratados para as revisões das informações trimestrais individuais de 31 de março, 30 de junho e 30 de setembro de 2023.;No último exercício social, encerrado em 31 de dezembro de 2023, os auditores independentes receberam da Companhia honorários que totalizaram o valor de R$ 424.979,62, referentes a serviços de auditoria descritos acima.;Não houve substituição dos auditores independentes.;Não aplicável.
15.484.093/0001-44;2024-12-31;5;141636;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;126687;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2020-05-08;;2020-05-08;Prestação de serviços profissionais de auditoria externa: (i) das Demonstrações Financeiras da Companhia, referente ao exercício findo em 31 de dezembro de 2023  preparadas de acordo com as práticas contábeis adotadas no Brasil incluindo os pronunciamentos, interpretações e orientações emitidos pelo Comitê de Pronunciamentos Contábeis (CPC),  aprovadas pela Comissão de Valores Mobiliários - CVM e as normas internacionais de relatório financeiro (International Financial Reporting Standards (IFRS)), emitidas pelo International Accounting Standards Board ("IASB") e (ii) revisão das Informações Contábeis Intermediárias Trimestrais da Companhia dos períodos findos em 31 de março de 2023, 30 de junho de 2023 e 30 de setembro de 2023, preparadas de acordo com as normas brasileiras e internacionais de revisão de informações intermediárias (NBC TR 2410 - Revisão de Informações Intermediárias Executadas pelo Auditor da Entidade e ISRE2410 - Review of Interim Financial Information Performed by the Independent Auditor of the Entity).Prestação de serviços não relacionados à auditoria externa: Consultoria de benefícios fiscais da Lei do Bem.;No exercício social findo em 31 de dezembro de 2023, a PricewaterhouseCoopers Auditores Independentes recebeu honorários que totalizam R$ 121 (R$ mil), sendo (i) R$117 sobre os serviços profisionais de auditoria externa e (ii) R$ 4 sobre os serviços profisisonais não relacionados à auditoria externa.;Não aplicável.;Não aplicável.
15.494.541/0001-90;2024-12-31;2;141620;SALUS INFRAESTRUTURA PORTUARIA SA;126660;Grant Thornton Auditores Independentes Ltda;;10830108000165;011274;Nacional;2019-04-03;;2019-04-03;Auditoria das demonstrações financeiras referentes aos exercícios sociais dos anos de 2019, 2020, 2021, 2022 e 2023.;O valor total dos honorários pagos à Grant Thornton Auditores Independentes para o exercício de 2023 foi de R$69.000,00 (sessenta e nove mil reais), pagos em 05 (cinco) parcelas mensais iguais e consecutivas.;Não aplicável.;Não aplicável.
15.578.569/0001-06;2024-12-31;4;142153;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;127273;Mazars Auditores Independentes - Sociedade Simples Ltda;;07326840000198;010723;Nacional;2021-05-01;;2021-05-01;Auditoria das Demonstrações Contábeis que compreendem o balanço patrimonial em 31/12/2021, 31/12/2022 e 31/12/2023, (ii) Revisão das Informações Trimestrais referentes aos trimestres a serem encerrados em: 30/06 e 30/09 exercício de 2021, e 31/03, 30/06 e 30/09 dos exercícios de 2022 e 2023 e 31/03 do período de 2024.;Montante total de serviços de auditoria independente estimado em R$ 130 Mil.;Nao aplicavel.;Não aplicável.
15.688.041/0001-90;2024-12-31;1;138490;MBK SECURITIZADORA SA;124594;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;;13098174000180;011592;Nacional;2017-01-01;;2017-01-01;Auditoria das demonstrações financeiras e informações trimestrais;Valor fechado de R$ 25.554,50;Rodízio;N/A
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;126984;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2017-01-01;;2017-01-01;A Ernst & Young foi contratada para a prestação dos serviços de:(i) auditoria das demonstrações financeiras consolidadas da Companhia relativas aos exercícios sociais findos em 31 de dezembro de 2021, 2020 e 2019, elaboradas de acordo com as práticas contábeis adotadas no Brasil e de acordo com as normas internacionais de contabilidade - International Financial Reporting Standards (IFRS) emitidas pelo International Accounting Standards Board (IASB) e (ii) revisão e emissão de relatório sobre as informações financeiras intermediárias das Lojas Le Biscuit S.A. para o trimestre findo em 31 de março de 2021.;No exercício social encerrado em 31 de dezembro de 2021, os auditores da Companhia auferiram honorários no valor de R$ 372.183,32.;Rodízio na prestação de serviços de auditoria.;Não houve substituição dos Auditores Independentes nos últimos três exercícios sociais.
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;126985;KPMG AUDITORES INDEPENDENTES LTDA;;57755217001605;004189;Nacional;2021-07-14;;2021-07-14;A KPMG foi contratada para a prestação dos serviços de:(i) auditoria das demonstrações financeiras consolidadas da Companhia relativas aos exercícios sociais findos em 31 de dezembro de 2023, elaboradas de acordo com as práticas contábeis adotadas no Brasil e de acordo com as normas internacionais de contabilidade - International Financial Reporting Standards (IFRS) emitidas pelo International Accounting Standards Board (IASB) e (ii) revisão e emissão de relatório sobre as informações financeiras intermediárias das Lojas Le Biscuit S.A. para os trimestres findos em 31 de março 2023, 30 de junho 2023 e 30 de setembro de 2023.(ii) auditoria das demonstrações financeiras consolidadas da Companhia relativas aos exercícios sociais findos em 31 de dezembro de 2022, elaboradas de acordo com as práticas contábeis adotadas no Brasil e de acordo com as normas internacionais de contabilidade - International Financial Reporting Standards (IFRS) emitidas pelo International Accounting Standards Board (IASB) e (ii) revisão e emissão de relatório sobre as informações financeiras intermediárias das Lojas Le Biscuit S.A. para os trimestres findos em 31 de março 2022, 30 de junho 2022 e 30 de setembro de 2022.;No exercício social encerrado em 31 de dezembro de 2023, os auditores da Companhia auferiram honorários no valor de R$2.185.412,22.;Rodízio na prestação de serviços de auditoria.;Não houve discordância por parte do auditor.
16.234.171/0001-15;2024-12-31;5;142091;METANOR SA METANOL DO NE;127198;Mazars Auditores Independentes - Sociedade Simples Ltda;;07326840000198;010723;Nacional;2020-05-19;;2020-05-19;Os serviços contratados incluem: (i) auditoria das Demonstrações Financeiras da METANOR S.A. METANOL DO NORDESTE ("Metanor") e sua controlada COPENOR COMPANHIA PETROQUÍMICA DO NORDESTE ("Copenor"), doravante denominadas "Grupo Metanor", para os exercícios a findarem-se em 31 de dezembro de 2020, 2021, 2022, 2023 e 2024, da Metanor (incluindo demonstrações consolidadas) e sua controlada Copenor Companhia Petroquímica do Nordeste, de acordo com as práticas contábeis emanadas da legislação societária (ii) Revisão especial das Informações Trimestrais (ITR´s) da Metanor referente aos trimestres a findarem-se no período compreendido entre 30 de junho de 2020 (inclusive) e 31 de março de 2025 (inclusive) e (iii) Revisão da Escrituração Contábil Fiscal- ECF, anos base 2020, 2021, 2022, 2023 e 2024.;A remuneração dos auditores independentes para os serviços prestados nos itens (i), (ii) e (iii) acima foi de R$ 168.693,04 (cento e sessenta e oito mil, seiscentos e noventa e três reais e quatro centavos).;Não aplicável;Não aplicável
