CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;10.08;9.00;43.000000;737901.00;0.00;0.00
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;4.75;3.83;233.000000;3987217.00;0.00;0.00
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;5.50;5.50;13.000000;9.75;0.00;0.00
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho de Administração;9.75;9.75;151.000000;9.78;0.00;0.00
21.254.073/0001-80;2024-12-31;2;141367;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Diretoria Estatutária;5.75;5.75;0.130000;489048.00;0.00;489048.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2021-01-01;2021-12-31;Diretoria Estatutária;4.42;4.42;0.190000;702619.00;0.00;213571.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2023-01-01;2023-12-31;Diretoria Estatutária;4.25;4.25;0.000000;0.00;0.00;0.00
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.08;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;2.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;1.00;0.000000;17060.00;0.00;17060.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.67;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;1.00;0.003000;5.16;0.00;8.45
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;0.00;0.000000;0.00;0.00;0.00
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
24.230.275/0001-80;2024-12-31;4;141595;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;2.840000;7.85;0.00;0.00
24.230.275/0001-80;2024-12-31;4;141595;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.08;5.08;2.840000;7.58;0.00;0.00
24.230.275/0001-80;2024-12-31;4;141595;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.83;5.83;2.800000;0.00;7.36;0.00
24.230.275/0001-80;2024-12-31;4;141595;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.67;6.67;3.130000;7.55;0.00;0.00
24.396.489/0001-20;2024-12-31;4;141480;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.42;3.00;2.170000;3.49;0.00;0.00
24.396.489/0001-20;2024-12-31;4;141480;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;4.00;1.180000;3.25;0.00;0.00
24.396.489/0001-20;2024-12-31;4;141480;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0.485000;3.03;0.00;0.00
24.396.489/0001-20;2024-12-31;4;141480;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;4.00;2.170000;3.66;0.00;0.00
24.921.465/0001-43;2024-12-31;2;138339;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.25;2.25;2.930000;2.72;3.30;0.00
24.921.465/0001-43;2024-12-31;2;138339;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
24.990.777/0001-09;2024-12-31;3;141096;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.92;0.00;0.000000;0.00;0.00;0.00
24.990.777/0001-09;2024-12-31;3;141096;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;1.00;0.220000;0.00;0.00;0.00
24.990.777/0001-09;2024-12-31;3;141096;GRUPO MATEUS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
24.990.777/0001-09;2024-12-31;3;141096;GRUPO MATEUS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;1.00;0.220000;4.37;0.00;4.01
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
26.072.786/0001-46;2024-12-31;2;141423;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
26.072.786/0001-46;2024-12-31;2;141423;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
26.659.061/0001-59;2024-12-31;6;142157;MPM CORPÓREOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.67;2.00;0.070000;18.44;0.00;0.00
26.659.061/0001-59;2024-12-31;6;142157;MPM CORPÓREOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;4.42;0.570000;5.45;0.00;0.00
26.659.061/0001-59;2024-12-31;6;142157;MPM CORPÓREOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.08;2.00;0.070000;18.44;0.00;0.00
26.659.061/0001-59;2024-12-31;6;142157;MPM CORPÓREOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.67;5.00;0.710000;18.44;0.00;0.00
26.659.061/0001-59;2024-12-31;6;142157;MPM CORPÓREOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
26.659.061/0001-59;2024-12-31;6;142157;MPM CORPÓREOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.50;5.50;0.300000;18.44;0.00;0.00
26.659.061/0001-59;2024-12-31;6;142157;MPM CORPÓREOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
26.659.061/0001-59;2024-12-31;6;142157;MPM CORPÓREOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;6.00;1.520000;1.27;0.00;0.00
26.845.702/0001-60;2024-12-31;4;141925;EQUATORIAL TRANSMISSORA 7 SPE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;6.00;20.000000;18.90;0.00;18.39
26.845.702/0001-60;2024-12-31;4;141925;EQUATORIAL TRANSMISSORA 7 SPE S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
27.093.558/0001-15;2024-12-31;7;142012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.67;2.00;0.170000;4.31;0.00;3.14
27.093.558/0001-15;2024-12-31;7;142012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.42;2.00;0.170000;4.31;0.00;3.62
27.093.558/0001-15;2024-12-31;7;142012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;0.00;0.000000;0.00;0.00;0.00
27.093.558/0001-15;2024-12-31;7;142012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.50;0.00;0.000000;0.00;0.00;0.00
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;26.00;0.00;0.000000;0.00;0.00;0.00
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;1.00;0.00;0.000000;0.00;0.00;0.00
29.780.061/0001-09;2024-12-31;2;141540;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.33;8.33;0.970000;31.76;0.00;31.76
29.780.061/0001-09;2024-12-31;2;141540;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.847000;34.50;0.00;34.50
29.780.061/0001-09;2024-12-31;2;141540;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.67;9.67;2.173000;32.38;0.00;32.38
29.780.061/0001-09;2024-12-31;2;141540;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;1.480000;33.57;0.00;33.57
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;3.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;3.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;3.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;5.00;4.600000;0.00;0.00;0.00
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;6.00;5.000000;0.00;0.00;0.00
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;6.200000;0.00;0.00;0.00
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.00;5.00;4.600000;0.00;0.00;0.00
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
30.540.991/0001-66;2024-12-31;1;136172;HAGA S.A. INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
30.540.991/0001-66;2024-12-31;1;136172;HAGA S.A. INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.75;1.83;0.000000;0.00;0.00;0.00
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;75.000000;29.42;0.00;0.00
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;2.00;0.000000;0.00;0.00;0.00
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;120.000000;19.90;0.00;0.00
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;2.00;0.000000;0.00;0.00;0.00
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;180.000000;14.30;0.00;0.00
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;2.00;0.000000;0.00;0.00;0.00
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;205.000000;12.96;0.00;0.00
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.33;0.00;0.000000;0.00;0.00;0.00
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.33;0.00;0.000000;0.00;0.00;0.00
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.92;5.92;3.790000;11.47;0.00;0.00
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.33;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;10.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.75;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;2023-01-01;2023-12-31;Conselho de Administração;10.17;0.00;0.000000;0.00;0.00;0.00
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;3.00;0.004000;524176.00;0.00;0.00
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.50;1.00;0.044000;6150000.00;0.00;0.00
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.67;4.00;0.018000;2488735.00;1100000.00;0.00
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;2021-01-01;2021-12-31;Conselho de Administração;12.75;1.00;0.450000;5700000.00;0.00;0.00
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;5.00;0.018000;891342.00;0.00;102616.00
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;3.00;0.004000;524176.00;12504.00;0.00
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;3.00;2.00;0.000000;0.00;0.00;0.00
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Conselho Fiscal;6.00;6.00;0.000000;0.00;0.00;0.00
