CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Quantidade_Acoes;Preco_Medio_Ponderado_Aquisicao;Preco_Medio_Ponderado_Mercado;Valor_Diferenca_Aquisicao_Mercado
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.50;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.92;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;2022-04-01;2023-03-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;2022-04-01;2023-03-31;Diretoria Estatutária;6.00;6.00;1159998;5.41;5.41;0.00
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;2022-01-01;2022-12-31;Conselho de Administração;13.42;0.00;0;0.00;0.00;0.00
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.59;9.59;335585;105.07;105.07;0.00
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;2021-01-01;2021-12-31;Conselho de Administração;13.25;0.00;0;0.00;0.00;0.00
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;8.61;8.61;296314;101.60;101.60;0.00
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;2023-01-01;2023-12-31;Conselho de Administração;13.25;0.00;0;0.00;0.00;0.00
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.06;9.06;441861;85.33;85.33;0.00
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.83;5.83;512417;28.09;28.09;0.00
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.83;9.83;565340;28.09;28.09;0.00
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.67;6.67;2712321;24.19;24.19;0.00
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;9.00;786849;24.11;24.11;0.00
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;6.00;381621;28.42;28.42;0.00
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.50;8.50;557333;28.83;28.83;0.00
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;52193;87.55;95.80;-430592.25
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.67;1.00;104385;87.55;95.80;-861176.25
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.83;1.00;52193;72.90;79.59;-349171.17
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.92;4.92;0;0.00;0.00;0.00
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.58;4.58;0;0.00;0.00;0.00
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.83;4.83;0;0.00;0.00;0.00
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.50;4.50;0;0.00;0.00;0.00
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.00;0;0.00;0.00;0.00
36.542.025/0001-64;2024-12-31;3;139728;BRQ SOLUCOES EM INFORMATICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;0;0.00;0.00;0.00
36.542.025/0001-64;2024-12-31;3;139728;BRQ SOLUCOES EM INFORMATICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
36.542.025/0001-64;2024-12-31;3;139728;BRQ SOLUCOES EM INFORMATICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
36.542.025/0001-64;2024-12-31;3;139728;BRQ SOLUCOES EM INFORMATICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.17;0.00;0;0.00;0.00;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;160644;10.59;10.59;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;118038;7.78;7.78;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2021-01-01;2021-12-31;Conselho de Administração;2.92;0.00;0;0.00;0.00;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;65649;10.29;10.29;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
40.337.136/0001-06;2024-12-31;4;142077;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;1.00;163034;0.00;29.98;-4887759.32
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;51729;0.00;42.53;-2200034.37
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;190410;0.00;46.76;-8903571.60
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;216721;0.00;23.40;-5071271.40
42.331.462/0001-31;2024-12-31;2;138877;EMBPAR PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
42.331.462/0001-31;2024-12-31;2;138877;EMBPAR PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.75;0.00;0;0.00;0.00;0.00
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.58;5.58;402291;11.21;18.25;-2832128.64
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;10.00;1.00;384054;11.21;12.83;-622167.48
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.33;0.00;0;0.00;0.00;0.00
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.93;2.00;134324;15.97;21.67;-765646.80
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.25;0.00;0;0.00;0.00;0.00
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;4.00;1208701;6.13;6.11;24174.02
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.33;5.33;0;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;5.00;0;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;6.00;0;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
45.365.558/0001-09;2024-12-31;3;141541;VITTIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.42;1.00;21003;9.42;10.61;-24993.57
45.365.558/0001-09;2024-12-31;3;141541;VITTIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
45.365.558/0001-09;2024-12-31;3;141541;VITTIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
45.365.558/0001-09;2024-12-31;3;141541;VITTIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;128601;9.98;11.24;-162037.26
45.365.558/0001-09;2024-12-31;3;141541;VITTIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
45.365.558/0001-09;2024-12-31;3;141541;VITTIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.75;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.33;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.33;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2021-01-01;2021-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2022-01-01;2022-12-31;Conselho de Administração;8.00;8.00;0;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2023-01-01;2023-12-31;Conselho de Administração;11.00;11.00;0;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2023-01-01;2023-12-31;Conselho de Administração;12.00;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2022-01-01;2022-12-31;Conselho de Administração;12.00;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2021-01-01;2021-12-31;Conselho de Administração;9.67;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2021-01-01;2021-12-31;Conselho Fiscal;2.58;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2021-01-01;2021-12-31;Diretoria Estatutária;2.83;0.00;0;0.00;0.00;0.00
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;1.00;487200;0.00;4.84;-2358048.00
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;3982448;0.00;4.84;-19275048.32
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.67;1.00;0;0.00;0.00;0.00
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;4.00;3503520;0.00;20.12;-70490822.40
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.33;1.00;487200;0.00;3.26;-1588272.00
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;4.00;1435824;0.00;3.26;-4680786.24
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.67;6.67;0;0.00;0.00;0.00
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;11.00;11.00;0;0.00;0.00;0.00
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;10.33;10.33;0;0.00;0.00;0.00
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;10.00;10.00;0;0.00;0.00;0.00
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2022-01-01;2022-12-31;Diretoria Estatutária;5.92;0.00;0;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2021-01-01;2021-12-31;Diretoria Estatutária;5.58;0.00;0;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2023-01-01;2023-12-31;Conselho de Administração;6.00;6.00;0;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2024-01-01;2024-12-31;Conselho de Administração;6.00;6.00;0;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.92;4.92;0;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.80;2.80;0;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.17;4.17;0;0.00;0.00;0.00
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.00;1254131;19.37;17.12;2821794.75
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.08;0.00;0;0.00;0.00;0.00
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;926411;21.69;23.19;-1389616.50
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;3.00;738240;17.98;19.36;-1018771.20
